"ID_PARTICIPANTE";"IDBENEFICIO";"NOME";"VL_VALOR";"DT_INICIO_BENEFICIO"
"10124274";"487";"NP - Beneficio Pleno";"382,11";"01/03/2008"
"10124275";"487";"NP - Beneficio Pleno";"1283,76";"03/06/2014"
"10124276";"487";"NP - Beneficio Pleno";"1348,92";"20/05/2015"
"10124277";"487";"NP - Beneficio Pleno";"407,54";"12/01/2008"
"10124278";"487";"NP - Beneficio Pleno";"641,74";"26/05/2015"
"10124279";"487";"NP - Beneficio Pleno";"811,25";"18/08/2012"
"10124280";"487";"NP - Beneficio Pleno";"676,59";"14/04/2015"
"10124281";"487";"NP - Beneficio Pleno";"1175,90";"01/07/2016"
"10124282";"487";"NP - Beneficio Pleno";"380,57";"11/07/2014"
"10124283";"487";"NP - Beneficio Pleno";"139,98";"11/01/2011"
"10124284";"487";"NP - Beneficio Pleno";"1089,53";"28/06/2011"
"10124285";"487";"NP - Beneficio Pleno";"314,04";"09/06/2012"
"10124286";"487";"NP - Beneficio Pleno";"1470,03";"07/04/2015"
"10124287";"487";"NP - Beneficio Pleno";"535,82";"03/07/2012"
"10124288";"487";"NP - Beneficio Pleno";"138,88";"16/01/2013"
"10124289";"487";"NP - Beneficio Pleno";"229,70";"22/02/2011"
"10124290";"487";"NP - Beneficio Pleno";"1059,81";"16/07/2012"
"10124291";"487";"NP - Beneficio Pleno";"620,03";"13/07/2013"
"10124292";"487";"NP - Beneficio Pleno";"245,26";"07/08/2012"
"10124293";"487";"NP - Beneficio Pleno";"643,81";"25/08/2012"
"10124294";"487";"NP - Beneficio Pleno";"137,56";"19/12/2009"
"10124295";"487";"NP - Beneficio Pleno";"1036,96";"30/04/2016"
"10124296";"487";"NP - Beneficio Pleno";"958,45";"03/04/2015"
"10124297";"481";"NP - Beneficio por Invalidez";"42,05";"28/12/2007"
"10124298";"487";"NP - Beneficio Pleno";"200,19";"14/04/2012"
"10124299";"487";"NP - Beneficio Pleno";"31,49";"24/04/2007"
"10124300";"481";"NP - Beneficio por Invalidez";"173,69";"13/07/2012"
"10124301";"487";"NP - Beneficio Pleno";"1176,07";"19/06/2015"
"10124302";"487";"NP - Beneficio Pleno";"539,72";"25/08/2012"
"10124303";"487";"NP - Beneficio Pleno";"719,60";"27/03/2012"
"10124304";"487";"NP - Beneficio Pleno";"1246,45";"25/08/2012"
"10124305";"487";"NP - Beneficio Pleno";"2979,27";"04/04/2016"
"10124306";"487";"NP - Beneficio Pleno";"426,79";"23/05/2015"
"10124307";"487";"NP - Beneficio Pleno";"929,64";"23/01/2016"
"10124308";"487";"NP - Beneficio Pleno";"240,58";"06/04/2012"
"10124309";"487";"NP - Beneficio Pleno";"787,43";"10/03/2015"
"10124310";"481";"NP - Beneficio por Invalidez";"78,05";"13/10/2008"
"10124311";"487";"NP - Beneficio Pleno";"351,57";"03/08/2010"
"10124312";"487";"NP - Beneficio Pleno";"616,38";"26/05/2009"
"10124313";"487";"NP - Beneficio Pleno";"2724,72";"30/04/2016"
"10124314";"487";"NP - Beneficio Pleno";"464,98";"22/02/2011"
"10124315";"487";"NP - Beneficio Pleno";"889,42";"13/08/2013"
"10124316";"487";"NP - Beneficio Pleno";"1380,64";"16/10/2012"
"10124317";"487";"NP - Beneficio Pleno";"467,80";"01/05/2010"
"10124318";"487";"NP - Beneficio Pleno";"297,01";"25/07/2012"
"10124319";"487";"NP - Beneficio Pleno";"185,36";"22/06/2009"
"10124320";"487";"NP - Beneficio Pleno";"436,23";"21/08/2012"
"10124321";"487";"NP - Beneficio Pleno";"1375,48";"15/04/2011"
"10124322";"487";"NP - Beneficio Pleno";"226,39";"29/03/2009"
"10124323";"487";"NP - Beneficio Pleno";"103,03";"01/03/2008"
"10124324";"487";"NP - Beneficio Pleno";"222,35";"21/08/2012"
"10124325";"487";"NP - Beneficio Pleno";"788,39";"20/05/2015"
"10124326";"487";"NP - Beneficio Pleno";"355,71";"25/08/2012"
"10124327";"487";"NP - Beneficio Pleno";"68,14";"16/02/2008"
"10124328";"487";"NP - Beneficio Pleno";"685,87";"25/04/2015"
"10124329";"487";"NP - Beneficio Pleno";"494,33";"13/12/2008"
"10124330";"487";"NP - Beneficio Pleno";"1078,44";"25/08/2012"
"10124331";"487";"NP - Beneficio Pleno";"562,34";"22/07/2016"
"10124332";"487";"NP - Beneficio Pleno";"482,86";"05/12/2009"
"10124333";"487";"NP - Beneficio Pleno";"715,42";"08/07/2016"
"10124334";"487";"NP - Beneficio Pleno";"376,59";"01/03/2008"
"10124335";"487";"NP - Beneficio Pleno";"119,88";"01/05/2010"
"10124336";"487";"NP - Beneficio Pleno";"1493,77";"19/07/2012"
"10124337";"487";"NP - Beneficio Pleno";"1060,15";"19/12/2011"
"10124338";"487";"NP - Beneficio Pleno";"378,20";"11/07/2012"
"10124339";"487";"NP - Beneficio Pleno";"723,94";"25/04/2015"
"10124340";"487";"NP - Beneficio Pleno";"344,57";"22/02/2011"
"10124341";"487";"NP - Beneficio Pleno";"2557,11";"07/04/2015"
"10124342";"487";"NP - Beneficio Pleno";"1561,46";"25/08/2012"
"10124343";"487";"NP - Beneficio Pleno";"1095,93";"30/04/2016"
"10124344";"487";"NP - Beneficio Pleno";"856,31";"28/05/2015"
"10124345";"487";"NP - Beneficio Pleno";"850,89";"30/04/2016"
"10124346";"487";"NP - Beneficio Pleno";"595,16";"21/04/2011"
"10124347";"487";"NP - Beneficio Pleno";"556,79";"01/08/2012"
"10124348";"487";"NP - Beneficio Pleno";"470,15";"17/08/2013"
"10124349";"487";"NP - Beneficio Pleno";"131,04";"18/03/2009"
"10124350";"487";"NP - Beneficio Pleno";"440,52";"23/06/2011"
"10124351";"487";"NP - Beneficio Pleno";"2084,15";"28/05/2015"
"10124352";"487";"NP - Beneficio Pleno";"1433,82";"17/08/2013"
"10124353";"487";"NP - Beneficio Pleno";"538,18";"24/04/2010"
"10124354";"487";"NP - Beneficio Pleno";"98,58";"02/02/2008"
"10124355";"487";"NP - Beneficio Pleno";"406,82";"01/07/2011"
"10124356";"487";"NP - Beneficio Pleno";"472,06";"10/04/2012"
"10124357";"487";"NP - Beneficio Pleno";"213,77";"26/04/2008"
"10124358";"481";"NP - Beneficio por Invalidez";"829,37";"29/04/2008"
"10124359";"487";"NP - Beneficio Pleno";"680,25";"25/08/2012"
"10124360";"487";"NP - Beneficio Pleno";"514,09";"09/05/2015"
"10124361";"487";"NP - Beneficio Pleno";"216,67";"24/04/2010"
"10124362";"487";"NP - Beneficio Pleno";"316,26";"29/01/2011"
"10124363";"481";"NP - Beneficio por Invalidez";"2071,33";"19/09/2014"
"10124364";"487";"NP - Beneficio Pleno";"677,64";"21/07/2012"
"10124365";"487";"NP - Beneficio Pleno";"1202,12";"26/05/2015"
"10124366";"487";"NP - Beneficio Pleno";"1508,26";"25/08/2012"
"10124367";"487";"NP - Beneficio Pleno";"616,37";"16/05/2015"
"10124368";"487";"NP - Beneficio Pleno";"348,36";"01/05/2010"
"10124369";"487";"NP - Beneficio Pleno";"634,60";"04/01/2015"
"10124370";"487";"NP - Beneficio Pleno";"108,81";"27/06/2009"
"10124371";"487";"NP - Beneficio Pleno";"1241,19";"29/07/2016"
"10124372";"487";"NP - Beneficio Pleno";"495,67";"09/05/2015"
"10124373";"487";"NP - Beneficio Pleno";"1396,28";"05/05/2015"
"10124374";"487";"NP - Beneficio Pleno";"302,13";"30/05/2015"
"10124375";"487";"NP - Beneficio Pleno";"378,20";"03/01/2013"
"10124376";"487";"NP - Beneficio Pleno";"427,72";"27/04/2016"
"10124377";"487";"NP - Beneficio Pleno";"127,19";"01/05/2010"
"10124378";"487";"NP - Beneficio Pleno";"609,83";"01/04/2015"
"10124379";"487";"NP - Beneficio Pleno";"46,27";"12/12/2011"
"10124380";"487";"NP - Beneficio Pleno";"786,11";"19/07/2016"
"10124381";"487";"NP - Beneficio Pleno";"1295,14";"14/05/2015"
"10124382";"487";"NP - Beneficio Pleno";"469,89";"01/07/2011"
"10124383";"487";"NP - Beneficio Pleno";"322,11";"21/07/2012"
"10124384";"487";"NP - Beneficio Pleno";"364,75";"25/05/2015"
"10124385";"487";"NP - Beneficio Pleno";"790,13";"10/03/2015"
"10124386";"487";"NP - Beneficio Pleno";"1217,02";"29/07/2016"
"10124387";"487";"NP - Beneficio Pleno";"361,83";"03/04/2015"
"10124388";"487";"NP - Beneficio Pleno";"694,25";"17/08/2013"
"10124389";"487";"NP - Beneficio Pleno";"526,70";"18/08/2012"
"10124390";"487";"NP - Beneficio Pleno";"734,92";"27/02/2016"
"10124391";"487";"NP - Beneficio Pleno";"29,78";"03/01/2008"
"10124392";"487";"NP - Beneficio Pleno";"693,88";"22/02/2011"
"10124393";"487";"NP - Beneficio Pleno";"439,53";"17/04/2010"
"10124394";"487";"NP - Beneficio Pleno";"449,91";"28/03/2015"
"10124395";"487";"NP - Beneficio Pleno";"858,84";"16/04/2016"
"10124396";"487";"NP - Beneficio Pleno";"2030,01";"14/03/2015"
"10124397";"487";"NP - Beneficio Pleno";"59,94";"01/03/2008"
"10124398";"487";"NP - Beneficio Pleno";"691,32";"18/08/2012"
"10124399";"487";"NP - Beneficio Pleno";"434,32";"03/10/2015"
"10124400";"487";"NP - Beneficio Pleno";"380,42";"26/03/2010"
"10124401";"487";"NP - Beneficio Pleno";"719,99";"11/04/2015"
"10124402";"487";"NP - Beneficio Pleno";"964,39";"21/07/2016"
"10124403";"487";"NP - Beneficio Pleno";"2103,99";"07/01/2016"
"10124404";"487";"NP - Beneficio Pleno";"898,96";"20/05/2015"
"10124405";"487";"NP - Beneficio Pleno";"550,25";"11/08/2012"
"10124406";"481";"NP - Beneficio por Invalidez";"861,63";"19/05/2016"
"10124407";"487";"NP - Beneficio Pleno";"916,29";"30/05/2015"
"10124408";"481";"NP - Beneficio por Invalidez";"208,45";"11/12/2009"
"10124409";"487";"NP - Beneficio Pleno";"3255,77";"21/11/2015"
"10124410";"487";"NP - Beneficio Pleno";"428,96";"22/02/2011"
"10124411";"487";"NP - Beneficio Pleno";"532,11";"28/07/2012"
"10124412";"487";"NP - Beneficio Pleno";"816,17";"02/02/2013"
"10124413";"487";"NP - Beneficio Pleno";"1190,38";"17/07/2014"
"10124414";"487";"NP - Beneficio Pleno";"776,64";"30/04/2015"
"10124415";"487";"NP - Beneficio Pleno";"976,84";"05/05/2015"
"10124416";"481";"NP - Beneficio por Invalidez";"520,68";"14/05/2013"
"10124417";"487";"NP - Beneficio Pleno";"633,02";"07/03/2014"
"10124418";"487";"NP - Beneficio Pleno";"932,02";"29/04/2016"
"10124419";"487";"NP - Beneficio Pleno";"1067,21";"30/01/2016"
"10124420";"487";"NP - Beneficio Pleno";"124,29";"21/02/2008"
"10124421";"481";"NP - Beneficio por Invalidez";"984,38";"21/06/2013"
"10124422";"481";"NP - Beneficio por Invalidez";"10029,12";"30/08/2016"
"10124423";"487";"NP - Beneficio Pleno";"1784,19";"16/02/2016"
"10124424";"487";"NP - Beneficio Pleno";"318,73";"13/07/2013"
"10124425";"481";"NP - Beneficio por Invalidez";"783,47";"03/08/2016"
"10124426";"487";"NP - Beneficio Pleno";"516,76";"25/08/2012"
"10124427";"487";"NP - Beneficio Pleno";"28,03";"26/12/2007"
"10124428";"487";"NP - Beneficio Pleno";"545,52";"27/05/2015"
"10124429";"487";"NP - Beneficio Pleno";"612,50";"29/07/2015"
"10124430";"487";"NP - Beneficio Pleno";"700,17";"31/03/2015"
"10124431";"487";"NP - Beneficio Pleno";"356,35";"25/08/2012"
"10124432";"487";"NP - Beneficio Pleno";"266,85";"07/07/2012"
"10124433";"481";"NP - Beneficio por Invalidez";"667,00";"20/04/2010"
"10124434";"481";"NP - Beneficio por Invalidez";"1111,93";"02/05/2008"
"10124435";"487";"NP - Beneficio Pleno";"694,24";"10/03/2015"
"10124436";"487";"NP - Beneficio Pleno";"430,00";"16/02/2016"
"10124437";"481";"NP - Beneficio por Invalidez";"1137,62";"15/06/2016"
"10124438";"487";"NP - Beneficio Pleno";"495,87";"10/08/2010"
"10124439";"487";"NP - Beneficio Pleno";"691,39";"18/03/2016"
"10124440";"487";"NP - Beneficio Pleno";"302,98";"03/01/2013"
"10124441";"487";"NP - Beneficio Pleno";"402,00";"23/05/2015"
"10124442";"487";"NP - Beneficio Pleno";"1040,81";"11/05/2016"
"10124443";"487";"NP - Beneficio Pleno";"784,44";"28/05/2015"
"10124444";"487";"NP - Beneficio Pleno";"279,16";"19/04/2013"
"10124445";"487";"NP - Beneficio Pleno";"619,93";"14/05/2015"
"10124446";"487";"NP - Beneficio Pleno";"922,81";"14/05/2015"
"10124447";"481";"NP - Beneficio por Invalidez";"2409,16";"29/06/2015"
"10124448";"487";"NP - Beneficio Pleno";"57,42";"01/03/2008"
"10124449";"487";"NP - Beneficio Pleno";"1221,67";"23/08/2012"
"10124450";"487";"NP - Beneficio Pleno";"212,39";"07/08/2015"
"10124451";"487";"NP - Beneficio Pleno";"385,09";"09/04/2015"
"10124452";"487";"NP - Beneficio Pleno";"416,69";"07/08/2013"
"10124453";"487";"NP - Beneficio Pleno";"870,92";"01/04/2016"
"10124454";"487";"NP - Beneficio Pleno";"253,91";"15/02/2011"
"10124455";"487";"NP - Beneficio Pleno";"388,16";"08/04/2015"
"10124456";"487";"NP - Beneficio Pleno";"576,83";"17/08/2013"
"10124457";"487";"NP - Beneficio Pleno";"96,10";"19/10/2010"
"10124458";"481";"NP - Beneficio por Invalidez";"123,10";"19/09/2011"
"10124459";"487";"NP - Beneficio Pleno";"460,41";"22/05/2015"
"10124460";"487";"NP - Beneficio Pleno";"954,23";"28/04/2016"
"10124461";"487";"NP - Beneficio Pleno";"874,37";"05/04/2016"
"10124462";"487";"NP - Beneficio Pleno";"510,94";"01/02/2013"
"10124463";"487";"NP - Beneficio Pleno";"537,89";"25/05/2015"
"10124464";"487";"NP - Beneficio Pleno";"147,02";"01/05/2010"
"10124465";"487";"NP - Beneficio Pleno";"366,00";"13/01/2010"
"10124466";"487";"NP - Beneficio Pleno";"287,60";"28/04/2015"
"10124467";"487";"NP - Beneficio Pleno";"765,90";"16/04/2016"
"10124468";"487";"NP - Beneficio Pleno";"42,71";"03/02/2010"
"10124469";"487";"NP - Beneficio Pleno";"846,06";"16/05/2015"
"10124470";"487";"NP - Beneficio Pleno";"1756,08";"21/05/2015"
"10124471";"487";"NP - Beneficio Pleno";"493,70";"25/08/2012"
"10124472";"487";"NP - Beneficio Pleno";"748,63";"17/08/2013"
"10124473";"487";"NP - Beneficio Pleno";"479,47";"24/07/2012"
"10124474";"487";"NP - Beneficio Pleno";"549,34";"18/08/2012"
"10124475";"487";"NP - Beneficio Pleno";"235,86";"06/03/2010"
"10124476";"487";"NP - Beneficio Pleno";"719,60";"01/03/2013"
"10124477";"487";"NP - Beneficio Pleno";"128,58";"17/04/2010"
"10124478";"487";"NP - Beneficio Pleno";"661,19";"21/04/2016"
"10124479";"487";"NP - Beneficio Pleno";"754,05";"10/03/2015"
"10124480";"487";"NP - Beneficio Pleno";"378,80";"25/08/2012"
"10124481";"487";"NP - Beneficio Pleno";"74,84";"03/01/2008"
"10124482";"487";"NP - Beneficio Pleno";"1315,82";"21/03/2015"
"10124483";"487";"NP - Beneficio Pleno";"299,49";"08/04/2010"
"10124484";"487";"NP - Beneficio Pleno";"157,49";"01/05/2010"
"10124485";"487";"NP - Beneficio Pleno";"820,50";"23/05/2015"
"10124486";"487";"NP - Beneficio Pleno";"432,47";"01/08/2012"
"10124487";"487";"NP - Beneficio Pleno";"501,95";"30/04/2016"
"10124488";"487";"NP - Beneficio Pleno";"637,83";"14/03/2015"
"10124489";"487";"NP - Beneficio Pleno";"616,00";"24/02/2013"
"10124490";"487";"NP - Beneficio Pleno";"634,73";"08/04/2015"
"10124491";"487";"NP - Beneficio Pleno";"568,45";"22/07/2016"
"10124492";"487";"NP - Beneficio Pleno";"77,30";"03/01/2008"
"10124493";"487";"NP - Beneficio Pleno";"1060,17";"29/05/2015"
"10124494";"487";"NP - Beneficio Pleno";"114,62";"27/05/2008"
"10124495";"487";"NP - Beneficio Pleno";"526,84";"16/05/2015"
"10124496";"487";"NP - Beneficio Pleno";"419,04";"25/08/2012"
"10124497";"487";"NP - Beneficio Pleno";"128,24";"17/01/2012"
"10124498";"487";"NP - Beneficio Pleno";"296,79";"16/06/2012"
"10124499";"487";"NP - Beneficio Pleno";"640,20";"16/07/2016"
"10124500";"487";"NP - Beneficio Pleno";"176,09";"30/04/2009"
"10124501";"487";"NP - Beneficio Pleno";"1109,59";"19/05/2015"
"10124502";"487";"NP - Beneficio Pleno";"618,74";"06/05/2015"
"10124503";"487";"NP - Beneficio Pleno";"729,29";"23/04/2015"
"10124504";"487";"NP - Beneficio Pleno";"1544,25";"16/05/2015"
"10124505";"487";"NP - Beneficio Pleno";"461,61";"26/03/2015"
"10124506";"487";"NP - Beneficio Pleno";"218,63";"01/05/2010"
"10124507";"481";"NP - Beneficio por Invalidez";"590,91";"26/09/2013"
"10124508";"487";"NP - Beneficio Pleno";"372,52";"08/05/2015"
"10124509";"487";"NP - Beneficio Pleno";"1163,32";"29/05/2015"
"10124510";"487";"NP - Beneficio Pleno";"908,29";"12/03/2015"
"10124511";"487";"NP - Beneficio Pleno";"965,46";"28/05/2015"
"10124512";"487";"NP - Beneficio Pleno";"649,97";"21/04/2015"
"10124513";"487";"NP - Beneficio Pleno";"1091,78";"25/08/2012"
"10124514";"487";"NP - Beneficio Pleno";"1024,75";"24/07/2016"
"10124515";"481";"NP - Beneficio por Invalidez";"1210,89";"26/04/2010"
"10124516";"481";"NP - Beneficio por Invalidez";"363,26";"26/02/2013"
"10124517";"487";"NP - Beneficio Pleno";"428,07";"18/09/2010"
"10124518";"487";"NP - Beneficio Pleno";"586,81";"25/06/2011"
"10124519";"487";"NP - Beneficio Pleno";"72,32";"03/12/2009"
"10124520";"487";"NP - Beneficio Pleno";"413,74";"21/02/2014"
"10124521";"481";"NP - Beneficio por Invalidez";"77,53";"27/05/2008"
"10124522";"487";"NP - Beneficio Pleno";"772,77";"01/07/2013"
"10124523";"487";"NP - Beneficio Pleno";"603,23";"05/07/2016"
"10124524";"481";"NP - Beneficio por Invalidez";"952,14";"29/02/2016"
"10124525";"487";"NP - Beneficio Pleno";"478,56";"01/08/2013"
"10124526";"487";"NP - Beneficio Pleno";"2929,63";"14/03/2015"
"10124527";"487";"NP - Beneficio Pleno";"550,43";"02/04/2015"
"10124528";"481";"NP - Beneficio por Invalidez";"38,84";"16/06/2008"
"10124529";"487";"NP - Beneficio Pleno";"363,77";"01/07/2016"
"10124530";"487";"NP - Beneficio Pleno";"596,39";"21/05/2015"
"10124531";"487";"NP - Beneficio Pleno";"727,68";"28/05/2015"
"10124532";"487";"NP - Beneficio Pleno";"100,15";"01/09/2009"
"10124533";"487";"NP - Beneficio Pleno";"587,90";"29/05/2015"
"10124534";"487";"NP - Beneficio Pleno";"375,80";"21/05/2015"
"10124535";"487";"NP - Beneficio Pleno";"107,08";"03/01/2008"
"10124536";"487";"NP - Beneficio Pleno";"766,44";"12/10/2014"
"10124537";"487";"NP - Beneficio Pleno";"6541,91";"22/11/2013"
"10124538";"487";"NP - Beneficio Pleno";"606,50";"26/07/2012"
"10124539";"487";"NP - Beneficio Pleno";"39,28";"25/08/2008"
"10124540";"487";"NP - Beneficio Pleno";"231,44";"25/08/2012"
"10124541";"487";"NP - Beneficio Pleno";"541,01";"17/08/2013"
"10124542";"481";"NP - Beneficio por Invalidez";"57,92";"25/10/2012"
"10124543";"481";"NP - Beneficio por Invalidez";"68,49";"09/01/2009"
"10124544";"487";"NP - Beneficio Pleno";"765,57";"17/08/2013"
"10124545";"487";"NP - Beneficio Pleno";"388,66";"16/02/2016"
"10124546";"487";"NP - Beneficio Pleno";"598,60";"07/02/2013"
"10124547";"487";"NP - Beneficio Pleno";"1248,83";"29/05/2015"
"10124548";"487";"NP - Beneficio Pleno";"307,18";"04/08/2012"
"10124549";"487";"NP - Beneficio Pleno";"333,87";"01/03/2008"
"10124550";"487";"NP - Beneficio Pleno";"689,77";"10/07/2012"
"10124551";"487";"NP - Beneficio Pleno";"496,05";"25/08/2012"
"10124552";"487";"NP - Beneficio Pleno";"810,49";"13/05/2014"
"10124553";"487";"NP - Beneficio Pleno";"781,52";"06/05/2013"
"10124554";"487";"NP - Beneficio Pleno";"1152,74";"09/01/2016"
"10124555";"487";"NP - Beneficio Pleno";"291,02";"27/07/2012"
"10124556";"481";"NP - Beneficio por Invalidez";"499,61";"09/09/2014"
"10124557";"487";"NP - Beneficio Pleno";"682,32";"16/04/2016"
"10124558";"487";"NP - Beneficio Pleno";"630,65";"21/11/2016"
"10124559";"487";"NP - Beneficio Pleno";"991,93";"30/04/2015"
"10124560";"487";"NP - Beneficio Pleno";"603,99";"01/08/2012"
"10124561";"487";"NP - Beneficio Pleno";"609,47";"29/05/2015"
"10124562";"487";"NP - Beneficio Pleno";"402,57";"04/01/2011"
"10124563";"487";"NP - Beneficio Pleno";"476,00";"01/11/2012"
"10124564";"487";"NP - Beneficio Pleno";"404,40";"14/07/2012"
"10124565";"487";"NP - Beneficio Pleno";"538,04";"25/08/2012"
"10124566";"481";"NP - Beneficio por Invalidez";"766,69";"11/10/2016"
"10124567";"487";"NP - Beneficio Pleno";"704,87";"17/08/2013"
"10124568";"481";"NP - Beneficio por Invalidez";"537,73";"13/05/2014"
"10124569";"487";"NP - Beneficio Pleno";"308,13";"03/12/2013"
"10124570";"487";"NP - Beneficio Pleno";"681,49";"07/07/2012"
"10124571";"487";"NP - Beneficio Pleno";"562,06";"17/03/2015"
"10124572";"487";"NP - Beneficio Pleno";"925,43";"09/05/2015"
"10124573";"487";"NP - Beneficio Pleno";"380,30";"20/05/2015"
"10124574";"487";"NP - Beneficio Pleno";"91,66";"02/02/2008"
"10124575";"487";"NP - Beneficio Pleno";"303,05";"15/01/2011"
"10124576";"487";"NP - Beneficio Pleno";"285,09";"01/08/2012"
"10124577";"487";"NP - Beneficio Pleno";"739,48";"14/07/2012"
"10124578";"487";"NP - Beneficio Pleno";"442,62";"31/10/2012"
"10124579";"487";"NP - Beneficio Pleno";"1776,55";"27/05/2015"
"10124580";"487";"NP - Beneficio Pleno";"349,89";"23/05/2015"
"10124581";"487";"NP - Beneficio Pleno";"1027,11";"16/07/2016"
"10124582";"487";"NP - Beneficio Pleno";"271,96";"04/01/2011"
"10124583";"487";"NP - Beneficio Pleno";"933,53";"07/04/2015"
"10124584";"487";"NP - Beneficio Pleno";"964,40";"29/05/2015"
"10124585";"487";"NP - Beneficio Pleno";"892,49";"17/08/2013"
"10124586";"487";"NP - Beneficio Pleno";"352,37";"19/02/2011"
"10124587";"487";"NP - Beneficio Pleno";"310,20";"27/05/2015"
"10124588";"487";"NP - Beneficio Pleno";"489,75";"18/08/2012"
"10124589";"487";"NP - Beneficio Pleno";"259,96";"23/01/2013"
"10124590";"487";"NP - Beneficio Pleno";"289,19";"22/02/2011"
"10124591";"487";"NP - Beneficio Pleno";"307,57";"14/03/2015"
"10124592";"487";"NP - Beneficio Pleno";"641,53";"30/05/2015"
"10124593";"487";"NP - Beneficio Pleno";"427,51";"22/05/2015"
"10124594";"487";"NP - Beneficio Pleno";"1996,63";"01/04/2016"
"10124595";"487";"NP - Beneficio Pleno";"104,89";"02/03/2011"
"10124596";"487";"NP - Beneficio Pleno";"619,72";"02/04/2015"
"10124597";"487";"NP - Beneficio Pleno";"1093,73";"17/08/2016"
"10124598";"487";"NP - Beneficio Pleno";"199,76";"01/05/2010"
"10124599";"487";"NP - Beneficio Pleno";"1293,87";"19/11/2016"
"10124600";"487";"NP - Beneficio Pleno";"185,75";"04/08/2012"
"10124601";"487";"NP - Beneficio Pleno";"320,65";"16/02/2013"
"10124602";"487";"NP - Beneficio Pleno";"680,29";"18/03/2015"
"10124603";"487";"NP - Beneficio Pleno";"307,07";"23/05/2015"
"10124604";"487";"NP - Beneficio Pleno";"465,67";"17/07/2016"
"10124605";"487";"NP - Beneficio Pleno";"450,82";"25/04/2016"
"10124606";"487";"NP - Beneficio Pleno";"206,22";"19/08/2009"
"10124607";"487";"NP - Beneficio Pleno";"366,27";"16/05/2015"
"10124608";"487";"NP - Beneficio Pleno";"55,96";"10/05/2008"
"10124609";"487";"NP - Beneficio Pleno";"499,59";"02/03/2016"
"10124610";"487";"NP - Beneficio Pleno";"367,79";"11/03/2015"
"10124611";"487";"NP - Beneficio Pleno";"744,96";"26/04/2016"
"10124612";"487";"NP - Beneficio Pleno";"237,99";"17/12/2008"
"10124613";"487";"NP - Beneficio Pleno";"627,66";"29/05/2015"
"10124614";"487";"NP - Beneficio Pleno";"421,45";"01/02/2013"
"10124615";"481";"NP - Beneficio por Invalidez";"1105,83";"19/01/2010"
"10124616";"487";"NP - Beneficio Pleno";"800,84";"21/04/2016"
"10124617";"487";"NP - Beneficio Pleno";"223,22";"22/03/2008"
"10124618";"487";"NP - Beneficio Pleno";"717,67";"02/03/2013"
"10124619";"487";"NP - Beneficio Pleno";"272,16";"21/08/2012"
"10124620";"487";"NP - Beneficio Pleno";"94,73";"14/06/2008"
"10124621";"487";"NP - Beneficio Pleno";"45,01";"01/03/2008"
"10124622";"487";"NP - Beneficio Pleno";"886,53";"21/05/2015"
"10124623";"487";"NP - Beneficio Pleno";"689,64";"30/07/2016"
"10124624";"487";"NP - Beneficio Pleno";"140,05";"04/09/2012"
"10124625";"487";"NP - Beneficio Pleno";"580,02";"13/08/2012"
"10124626";"487";"NP - Beneficio Pleno";"859,72";"11/06/2015"
"10124627";"487";"NP - Beneficio Pleno";"1062,70";"28/04/2016"
"10124628";"487";"NP - Beneficio Pleno";"786,19";"16/07/2016"
"10124629";"487";"NP - Beneficio Pleno";"797,54";"08/06/2016"
"10124630";"487";"NP - Beneficio Pleno";"919,58";"03/07/2012"
"10124631";"487";"NP - Beneficio Pleno";"557,11";"01/03/2013"
"10124632";"487";"NP - Beneficio Pleno";"251,53";"15/07/2014"
"10124633";"487";"NP - Beneficio Pleno";"524,84";"07/07/2015"
"10124634";"487";"NP - Beneficio Pleno";"1038,83";"29/05/2015"
"10124635";"487";"NP - Beneficio Pleno";"1186,14";"01/05/2015"
"10124636";"487";"NP - Beneficio Pleno";"783,05";"29/04/2016"
"10124637";"487";"NP - Beneficio Pleno";"235,16";"21/08/2012"
"10124638";"487";"NP - Beneficio Pleno";"1476,19";"30/04/2016"
"10124639";"487";"NP - Beneficio Pleno";"331,16";"21/04/2015"
"10124640";"487";"NP - Beneficio Pleno";"685,51";"28/05/2015"
"10124641";"487";"NP - Beneficio Pleno";"75,65";"23/09/2008"
"10124642";"481";"NP - Beneficio por Invalidez";"1654,51";"13/08/2010"
"10124643";"487";"NP - Beneficio Pleno";"58,49";"05/02/2009"
"10124644";"487";"NP - Beneficio Pleno";"881,22";"17/07/2016"
"10124645";"487";"NP - Beneficio Pleno";"567,45";"14/02/2015"
"10124646";"487";"NP - Beneficio Pleno";"465,84";"22/06/2014"
"10124647";"487";"NP - Beneficio Pleno";"316,77";"03/01/2013"
"10124648";"487";"NP - Beneficio Pleno";"463,90";"19/02/2011"
"10124649";"487";"NP - Beneficio Pleno";"2498,01";"04/07/2016"
"10124650";"487";"NP - Beneficio Pleno";"1246,24";"25/08/2012"
"10124651";"487";"NP - Beneficio Pleno";"1147,90";"10/03/2016"
"10124652";"487";"NP - Beneficio Pleno";"270,32";"01/03/2013"
"10124653";"481";"NP - Beneficio por Invalidez";"124,56";"20/02/2009"
"10124654";"487";"NP - Beneficio Pleno";"138,40";"01/05/2010"
"10124655";"481";"NP - Beneficio por Invalidez";"289,15";"19/08/2015"
"10124656";"487";"NP - Beneficio Pleno";"940,06";"28/05/2015"
